"Centroid[X] (m)_rounded","<T>/T","<W>","<U'U'>","<V'V'>","<W'W'>","<T'T'>","<U'T'>","<U'W'>","<W'T'>","x/kolmogorov","y/kolmogorov","z/kolmogorov","Centroid[X] (m)_rounded_11","<T>/T_11","<W>_11","<U'U'>_11","<V'V'>_11","<W'W'>_11","<T'T'>_11","<U'T'>_11","<U'W'>_11","<W'T'>_11","x/kolmogorov_11","y/kolmogorov_11","z/kolmogorov_11","Centroid[X] (m)_rounded_12","<T>/T_12","<W>_12","<U'U'>_12","<V'V'>_12","<W'W'>_12","<T'T'>_12","<U'T'>_12","<U'W'>_12","<W'T'>_12","x/kolmogorov_12","y/kolmogorov_12","z/kolmogorov_12","Centroid[X] (m)_rounded_13","<T>/T_13","<W>_13","<U'U'>_13","<V'V'>_13","<W'W'>_13","<T'T'>_13","<U'T'>_13","<U'W'>_13","<W'T'>_13","x/kolmogorov_13","y/kolmogorov_13","z/kolmogorov_13"
0.0085,0.4543644517494079,81.44266194600385,4.799413457903846,1412.5587605064527,1757.3164153483056,0.0007455563734949,0.0281372354155656,0.0692165937517462,0.1061146155065006,0.1291703788163082,2.5607628660999304,2.5607628660999304,0.1327,0.1331072131392219,254.9743612247061,8467.564247434555,23691.311397695783,50060.00293236548,0.0126155601199216,4.56391616093515,5078.646162880515,14.747231524931722,1.3329866684602876,3.2083088577506707,3.2083088577506707,0.2721,0.0623301923337257,150.63550752162325,15556.223674943729,25371.79901631992,54281.472670333,0.008428489975766,5.0369217385151375,9849.128568606666,13.304457357528966,4.642405351564729,3.205900361022165,3.205900361022165,,,,,,,,,,,,,
0.01,0.4464566356649103,93.75770065069648,8.682764906904335,1877.1835505349825,2343.4718937329853,0.0010237356879526,0.0448015149770245,0.4744394718919528,0.1592190668674429,0.1428119572140342,2.524318824581849,2.524318824581849,0.1491,0.1206375467712012,242.41968590887183,9645.644386493166,24033.66140060089,51783.84221019219,0.0119168915076259,4.698011036059984,5844.081116276605,14.840185018273996,1.4025944503025385,3.2205689838673157,3.2205689838673157,0.325,0.0459467102141557,114.03974860276313,17287.396895050362,26296.69430271337,54703.661484763805,0.0077043505508277,5.080908455076478,10980.885980785864,12.830157208824955,4.2110387997719645,3.245925202585765,3.245925202585765,,,,,,,,,,,,,
0.0117,0.4376228712890349,106.93725351396208,15.204692992253316,2449.6254919152293,3071.387567122956,0.0013839139616155,0.0696611035264149,1.399300902384619,0.235627424792518,0.1576495516736762,2.485452577711742,2.485452577711742,0.1663,0.1095718641482006,228.77054678289167,10773.65633252571,24306.379541714883,53058.0042660955,0.0112442841234604,4.800198412047736,6590.990153580903,14.783372698140012,1.47801515675474,3.237647053381614,3.237647053381614,0.375,0.0319995968850637,80.9992456605411,18282.654692004755,26993.200722926307,54972.02700797479,0.0072544690547115,5.1056760274643285,11736.60893744307,12.51397171088012,4.245188768806345,3.272248456876897,3.272248456876897,,,,,,,,,,,,,
0.0136,0.4277768055855426,120.93612458783694,25.867022153049383,3143.8723098001897,3963.316788961927,0.0018441933509229,0.1060119830864363,3.3181982795255385,0.3444768157653464,0.173753833412054,2.444328174219073,2.444328174219073,0.1843,0.0995746158195508,214.3632534887582,11846.10534516454,24545.28918859734,53972.23278888579,0.0106154755085122,4.8785254606122015,7314.790479967424,14.627576350815444,1.5582761955723905,3.256455721170021,3.256455721170021,0.425,0.0188787339306257,48.4052479435051,18997.17626174106,27499.20128494605,55158.05242138898,0.0069794865586483,5.122049719517369,12244.880291737092,12.315311945241149,4.261987516503849,3.285197156975831,3.285197156975831,,,,,,,,,,,,,
0.0156,0.4168356738104866,135.6740233126156,42.864256362831895,3972.103529019178,5041.765820317102,0.0024237558352964,0.1580934696632881,7.063065715288954,0.497921191186627,0.1912049624862713,2.40125100289195,2.40125100289195,0.2032,0.0903853842137991,199.42471544502968,12861.663386930915,24778.915733426536,54608.46799217581,0.0100389326286764,4.93922363906728,8011.778995900415,14.411333229797307,1.6427164196164217,3.2750162905888107,3.2750162905888107,0.475,0.0062794497886797,16.387412535363644,19313.53207278898,27747.01246976806,55214.6996303432,0.0068484756306107,5.126280297479927,12485.511638369962,12.21364622546048,4.26953803702575,3.2910171994926545,3.2910171994926545,,,,,,,,,,,,,
0.018,0.4047269959441544,151.02847978847214,69.31230451876405,4942.9130564889765,6328.27315175604,0.0031408868357696,0.2311178419784897,14.023013353095784,0.7116394201793419,0.2101007839845863,2.356700503157051,2.356700503157051,0.223,0.0817999645436899,184.0982449327413,13818.27003142946,25028.4141693215,55040.83062921156,0.0095174513538453,4.986601756277406,8679.190062717624,14.163265507508152,1.7309050435154076,3.292109222501628,3.292109222501628,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0206,0.3913978418533753,166.82848363642717,109.49920876710908,6059.183382140565,7841.889924073085,0.0040097237926009,0.3311103097469541,26.417271898365254,1.004984570611596,0.2305662425692169,2.311334028282309,2.311334028282309,0.2438,0.0736561654086472,168.46183143404693,14715.17160522334,25307.823284609072,55333.22528716191,0.0090505461277299,5.0238365273641135,9312.877564696895,13.904148332337584,1.8227149986469515,3.307271777373549,3.307271777373549,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0235,0.3768266124474984,182.8501567579588,169.12843421921286,7315.868503564797,9597.456609737625,0.005035693697141,0.4644665663604437,47.59916104003172,1.4003545312919543,0.252759541184561,2.265931230623775,2.265931230623775,0.2655,0.0658246998555292,152.54627550635752,15548.76157940652,25620.980864533627,55537.088474672266,0.008636332574966,5.053451035693817,9910.945804534862,13.64934806979668,1.918061239895888,3.320195925630349,3.320195925630349,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0268,0.3610364886584698,198.8161900063061,255.50253431265293,8698.15023608773,11603.822570684166,0.0062101485193295,0.6371371353973219,82.34193584542402,1.921299900466904,0.2768680765171618,2.221260265052302,2.221260265052302,0.2883,0.0582019169639871,136.3431907664851,16315.466088975469,25965.31909302964,55690.54736248245,0.008272275576504,5.076689659001491,10467.249668925298,13.40980212083797,2.0171096795909147,3.33104793242324,3.33104793242324,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0305,0.3441085696448099,214.4008798972251,377.5785734220054,10180.570743749944,13862.143040310242,0.0075054980600064,0.8534630704321738,136.98319298462647,2.5890039087636483,0.3030891032504546,2.1778928105433115,2.1778928105433115,0.3125,0.0506186022656203,119.6340549064044,17017.460537316958,26343.809598450494,55832.07150474099,0.0079541741982778,5.095573269123292,10984.48008271584,13.192033062532502,2.1670247562624425,3.3407435102998946,3.3407435102998946,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0346,0.3261915387619294,229.2421910958509,545.8247072223699,11727.741039463332,16364.345694314035,0.0088728365591442,1.1148434782856549,219.2924476569867,3.417264145609764,0.3315985050397071,2.136050862407427,2.136050862407427,0.3375,0.0431924536465677,102.76347276864026,17641.332704323868,26723.50095475036,55952.36635750733,0.0076823092225029,5.110523868499568,11445.680911441206,13.00108949012209,2.17334101140174,3.3504808187016693,3.3504808187016693,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0391,0.3075040556889888,242.96104818369952,771.7958273947534,13296.901128297895,19091.773600139408,0.0102441014416494,1.4185666728613333,337.97184394801263,4.4068852992818925,0.3625246173003682,2.095598127589738,2.095598127589738,0.3625,0.0360814870833105,86.19786254836954,18157.89917864756,27069.57921458993,56059.36711069378,0.0074628875274796,5.122452438824682,11834.323179631316,12.84374012899736,2.1788149687343528,3.358919618203953,3.358919618203953,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0442,0.2883266663729978,255.18624135626663,1067.4310479238534,14842.113447077949,22014.101626511263,0.0115397223405598,1.7573060529287834,501.7716704931629,5.541181188652091,0.3959506221185543,2.056230346889699,2.056230346889699,0.3875,0.0292121695141044,69.85951649748482,18582.002127255557,27379.72633466848,56160.0009890462,0.007288578479105,5.131230253061286,12153.60960603203,12.71627118293883,2.1832301135227747,3.3657261238778404,3.3657261238778404,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0499,0.2689822301709907,265.58137451698434,1444.0266977696083,16319.253656674342,25088.75332035708,0.0126806282875545,2.1195261045858302,718.3932395880635,6.784507537533231,0.4319597383323747,2.0178006323719577,2.0178006323719577,0.4125,0.0225205322549715,53.6731937416284,18913.102296311365,27633.89112460777,56249.01720975156,0.0071545454293578,5.137669471949709,12405.41563835557,12.6165649057054,2.1867150174638152,3.371098545300997,3.371098545300997,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0561,0.2498072088422549,273.8691283824446,1911.0811765543735,17690.666897800973,28261.311318178145,0.0136013706680832,2.490974351245276,993.425099352787,8.085023558664147,0.4707158801338127,1.9806276304129384,1.9806276304129384,0.4375,0.015960272493279,37.58788500956016,19160.10321323269,27824.82314606358,56321.06788874204,0.0070565825199062,5.142537573295559,12592.28137548734,12.54237640991621,2.1893234677252043,3.3751198022144178,3.3751198022144178,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0631,0.2311192871748192,279.84849645097984,2475.033688200141,18928.438731755057,31467.400568448524,0.0142603065587554,2.8567443461846747,1329.614142431463,9.381377657009203,0.5125486064721341,1.9456260158329637,1.9456260158329637,0.4625,0.0094904532365381,21.56423570480832,19323.593432018995,27947.72969696026,56368.17079285142,0.0069919948348792,5.145602521293669,12714.695666321097,12.491703613159764,2.191106771100625,3.3778689905479213,3.3778689905479213,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0708,0.2131881710364978,283.4024554198414,3138.27589226493,20015.748432122436,34636.23960336048,0.0146439063953343,3.203476431546904,1726.6718399134045,10.611493976666033,0.5580038044700528,1.914193628932063,1.914193628932063,0.4875,0.0030734608545227,5.570369733599381,19407.335662800702,28000.427655911844,56389.62681577508,0.0069591964291413,5.147403842394214,12774.30024706381,12.464006476896914,2.1920712744276614,3.3793558947566296,3.3793558947566296,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0793,0.1962153456336486,284.49622226635074,3898.479005657368,20946.409330742936,37695.52709513082,0.0147646652959675,3.5209476709579404,2181.582285612263,11.720982298870137,0.6078277145147065,1.887890897784914,1.887890897784914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0887,0.1803255839932264,283.16844562387377,4748.535582020468,21723.22500871524,40576.93578299703,0.0146544142738276,3.802843174354922,2689.2637971556223,12.669150815851165,0.6628718601754532,1.868025798886454,1.868025798886454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0991,0.1655696355266699,279.5187092288898,5677.024125544701,22355.957718671,43221.34262159954,0.0143558810897224,4.046637812387964,3243.3042943476867,13.431768940646371,0.7239361386258342,1.8552926109600385,1.8552926109600385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1104,0.1519350563858554,273.694190811836,6669.221958859342,22859.565374819987,45583.14867566356,0.0139150300678234,4.252910141147292,3836.607623004718,14.000877658578805,0.7915965988181398,1.8495948769184456,1.8495948769184456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1229,0.1393613142963405,265.87719697849286,7708.367859822614,23253.01364821101,47633.26936336563,0.0133755690672782,4.4243846363228405,4461.823219332418,14.3825872662948,0.8660776862390916,1.8501130725331207,1.8501130725331207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1365,0.1277555698967065,256.27395113739493,8777.01003451123,23558.49802054285,49360.55907120876,0.0127758990403665,4.564991712991847,5111.56206582941,14.59385786872137,0.9472052180383258,1.8555623834356396,1.8555623834356396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1513,0.1170065306590317,245.1041290926351,9858.12170977504,23800.8285317051,50771.43353323722,0.0121480132434574,4.679102861542663,5778.439045597854,14.65893901882552,1.0344242514535635,1.8644935481292009,1.8644935481292009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1673,0.1069952696464723,232.59022378582247,10935.846663720522,24006.491899414574,51887.8660567344,0.0115175111396526,4.77099624330813,6455.008133079647,14.60593546043544,1.12683809771484,1.8755125662487504,1.8755125662487504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1847,0.0976030439973754,218.9463332117689,11995.841015645688,24201.86997756136,52744.35357190735,0.010904065211034,4.844569386587921,7133.624863360258,14.463890777621463,1.2232554768149178,1.8874134012054808,1.8874134012054808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2033,0.0887167606877798,204.3675701279612,13025.147481684373,24411.089346477253,53384.37275003476,0.0103221862806719,4.903234728137795,7806.347051918115,14.260710806451844,1.3222759981935477,1.89929179996195,1.89929179996195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2233,0.0802328739357887,189.0220312375449,14011.9776799445,24653.53977374496,53855.581547849375,0.0097820556533543,4.949877114137286,8464.919297011033,14.021674829258872,1.422397256977628,1.9106178624206327,1.9106178624206327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2447,0.0720601134917915,173.04506943832155,14945.414444760368,24941.242809632826,54204.42390744582,0.0092902146149264,4.986873355307263,9100.703002255188,13.768151667086912,1.5219845230477944,1.921082353935845,1.921082353935845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2673,0.0641206445852085,156.53653353050217,15815.326066592792,25277.400224093428,54472.27192132368,0.0088501121101091,5.016138551776645,9705.006223031143,13.516769603420077,1.6192099055422882,1.930436838187354,1.930436838187354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2913,0.0563501128589468,139.56526265070582,16612.10629906495,25655.97070003444,54690.657693582,0.0084629572956949,5.039197342254536,10269.253191071428,13.27917874074354,1.712181133296963,1.938579238144042,1.938579238144042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3164,0.0486979959025957,122.17714282544182,17326.936146055134,26061.432166940576,54878.03993890033,0.0081285278563691,5.057303088599431,10785.254657520372,13.062704167838415,1.7990331819899037,1.9455574148927743,1.9455574148927743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3426,0.0411281604346215,104.406493709758,17952.01169251582,26472.210600099854,55042.46545467192,0.0078456366543507,5.071430857607636,11245.1875227859,12.871971258188312,1.8778939747541847,1.951430789393071,1.951430789393071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3698,0.033615759598291,86.28666764297316,18481.281015076765,26863.682653024232,55186.113415506814,0.0076126164038316,5.082296578950649,11641.51933841181,12.710220268890287,1.946934133734393,1.9562414301844715,1.9562414301844715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3978,0.0261421918392867,67.85195611087225,18910.30370315677,27211.003996342384,55307.40910597254,0.0074279840233107,5.090323970043227,11967.245252377594,12.5795942337435,2.004415138436362,1.959983283252588,1.959983283252588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4265,0.0186932079833659,49.14840325719968,19235.8889945781,27492.387891838604,55405.011774072125,0.0072906001854025,5.096011373372908,12217.058917162398,12.481351461764776,2.0488967129238005,1.962726015185385,1.962726015185385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4557,0.0112585165440593,30.23815489884783,19455.69293149313,27691.039128739067,55475.21131780041,0.007199648779817,5.099640888539455,12386.424760685684,12.415875019278058,2.07933310394591,1.964624913098756,1.964624913098756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4852,0.0038298523261803,11.194205705190956,19568.089822630554,27795.75221015937,55513.6066165697,0.0071546018572637,5.101358559260826,12472.46681362674,12.383627190957077,2.094899474714587,1.9656964056348023,1.9656964056348023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
